MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
48108;1990;08;05;;0.269162;0.000139;0.448642;0.000116;;-0.0792516;0.0000155;0.0010561;0.0000219;;;;;;-0.000006;0.000107;0.000107;0.000119
48109;1990;08;06;;0.272552;0.000139;0.445188;0.000116;;-0.0804039;0.0000152;0.0012870;0.0000215;;;;;;-0.000330;0.000107;0.000722;0.000119
48110;1990;08;07;;0.274720;0.000138;0.441739;0.000115;;-0.0818088;0.0000150;0.0015537;0.0000212;;;;;;-0.000342;0.000107;0.000557;0.000119
48111;1990;08;08;;0.276654;0.000138;0.438948;0.000115;;-0.0834972;0.0000147;0.0018028;0.0000208;;;;;;-0.000245;0.000107;0.000119;0.000118
48112;1990;08;09;;0.278788;0.000137;0.435285;0.000114;;-0.0854297;0.0000144;0.0019790;0.0000204;;;;;;-0.000277;0.000107;0.000045;0.000118
48113;1990;08;10;;0.279999;0.000136;0.431326;0.000114;;-0.0874410;0.0000141;0.0020458;0.0000199;;;;;;-0.000274;0.000106;0.000098;0.000117
48114;1990;08;11;;0.281650;0.000136;0.429286;0.000113;;-0.0894310;0.0000137;0.0019954;0.0000194;;;;;;-0.000233;0.000106;0.000154;0.000116
48115;1990;08;12;;0.283841;0.000134;0.425857;0.000112;;-0.0913731;0.0000133;0.0018436;0.0000188;;;;;;-0.000371;0.000105;-0.000306;0.000114
48116;1990;08;13;;0.285516;0.000133;0.422564;0.000111;;-0.0931402;0.0000129;0.0016285;0.0000182;;;;;;-0.000473;0.000105;-0.000468;0.000112
48117;1990;08;14;;0.286329;0.000132;0.420827;0.000109;;-0.0946586;0.0000125;0.0014093;0.0000176;;;;;;-0.000528;0.000104;-0.000397;0.000110
48118;1990;08;15;;0.288830;0.000130;0.417520;0.000108;;-0.0959700;0.0000120;0.0012505;0.0000170;;;;;;-0.000284;0.000103;-0.000212;0.000108
48119;1990;08;16;;0.289157;0.000129;0.413599;0.000107;;-0.0971874;0.0000115;0.0011999;0.0000163;;;;;;0.000068;0.000102;-0.000096;0.000105
48120;1990;08;17;;0.289337;0.000127;0.410712;0.000106;;-0.0984144;0.0000110;0.0012752;0.0000156;;;;;;-0.000175;0.000101;0.000087;0.000103
48121;1990;08;18;;0.292535;0.000125;0.407503;0.000104;;-0.0997679;0.0000105;0.0014582;0.0000149;;;;;;-0.000335;0.000100;0.000120;0.000101
48122;1990;08;19;;0.294010;0.000123;0.403718;0.000103;;-0.1013412;0.0000100;0.0016997;0.0000142;;;;;;-0.000349;0.000099;0.000056;0.000100
48123;1990;08;20;;0.295899;0.000122;0.400230;0.000101;;-0.1031605;0.0000096;0.0019351;0.0000136;;;;;;-0.000362;0.000098;-0.000009;0.000099
48124;1990;08;21;;0.298171;0.000120;0.396588;0.000100;;-0.1051885;0.0000092;0.0021063;0.0000134;;;;;;-0.000375;0.000097;-0.000073;0.000098
48125;1990;08;22;;0.299934;0.000120;0.393228;0.000100;;-0.1073410;0.0000093;0.0021801;0.0000134;;;;;;-0.000165;0.000097;-0.000104;0.000099
48126;1990;08;23;;0.302161;0.000121;0.389908;0.000101;;-0.1095162;0.0000097;0.0021535;0.0000137;;;;;;0.000121;0.000098;-0.000125;0.000100
48127;1990;08;24;;0.303378;0.000121;0.386451;0.000102;;-0.1116219;0.0000100;0.0020459;0.0000141;;;;;;0.000051;0.000099;-0.000256;0.000101
48128;1990;08;25;;0.304677;0.000122;0.382728;0.000103;;-0.1135914;0.0000103;0.0018860;0.0000146;;;;;;-0.000136;0.000100;-0.000424;0.000102
48129;1990;08;26;;0.305149;0.000124;0.379433;0.000104;;-0.1153871;0.0000106;0.0017010;0.0000150;;;;;;-0.000323;0.000100;-0.000592;0.000103
48130;1990;08;27;;0.305277;0.000125;0.376309;0.000104;;-0.1169968;0.0000109;0.0015137;0.0000155;;;;;;-0.000290;0.000101;-0.000642;0.000104
48131;1990;08;28;;0.306085;0.000125;0.372322;0.000105;;-0.1184293;0.0000113;0.0013442;0.0000160;;;;;;-0.000182;0.000102;-0.000653;0.000105
48132;1990;08;29;;0.305958;0.000127;0.368494;0.000105;;-0.1197126;0.0000117;0.0012130;0.0000165;;;;;;-0.000075;0.000102;-0.000664;0.000106
48133;1990;08;30;;0.306388;0.000127;0.364658;0.000106;;-0.1208930;0.0000120;0.0011420;0.0000170;;;;;;0.000104;0.000103;-0.000347;0.000106
48134;1990;08;31;;0.305841;0.000128;0.361569;0.000107;;-0.1220343;0.0000124;0.0011526;0.0000175;;;;;;0.000310;0.000103;0.000091;0.000106
48135;1990;09;01;;0.305877;0.000129;0.357552;0.000108;;-0.1232206;0.0000127;0.0012602;0.0000179;;;;;;0.000383;0.000103;0.000259;0.000106
48136;1990;09;02;;0.307425;0.000129;0.353528;0.000108;;-0.1245559;0.0000130;0.0014653;0.0000184;;;;;;0.000413;0.000103;0.000338;0.000106
48137;1990;09;03;;0.308250;0.000129;0.349866;0.000109;;-0.1261383;0.0000133;0.0017435;0.0000188;;;;;;0.000442;0.000104;0.000418;0.000107
48138;1990;09;04;;0.309586;0.000130;0.345874;0.000109;;-0.1280254;0.0000137;0.0020417;0.0000193;;;;;;0.000472;0.000104;0.000498;0.000107
48139;1990;09;05;;0.310366;0.000129;0.342776;0.000109;;-0.1302053;0.0000140;0.0022876;0.0000198;;;;;;0.000502;0.000104;0.000578;0.000107
48140;1990;09;06;;0.312374;0.000129;0.337590;0.000109;;-0.1325876;0.0000144;0.0024122;0.0000204;;;;;;0.000210;0.000104;0.000532;0.000107
48141;1990;09;07;;0.312719;0.000129;0.334042;0.000109;;-0.1350123;0.0000148;0.0023782;0.0000210;;;;;;-0.000192;0.000104;0.000444;0.000108
48142;1990;09;08;;0.312150;0.000128;0.331190;0.000108;;-0.1373045;0.0000153;0.0021974;0.0000216;;;;;;-0.000397;0.000105;0.000241;0.000110
48143;1990;09;09;;0.313132;0.000128;0.326961;0.000107;;-0.1393636;0.0000157;0.0019264;0.0000223;;;;;;-0.000462;0.000105;-0.000043;0.000111
48144;1990;09;10;;0.312900;0.000127;0.322688;0.000107;;-0.1411699;0.0000163;0.0016461;0.0000230;;;;;;-0.000099;0.000107;0.000235;0.000114
48145;1990;09;11;;0.313234;0.000127;0.317733;0.000107;;-0.1426875;0.0000168;0.0014372;0.0000237;;;;;;0.000119;0.000108;0.000296;0.000116
48146;1990;09;12;;0.312583;0.000127;0.314459;0.000107;;-0.1440529;0.0000172;0.0013548;0.0000242;;;;;;0.000074;0.000109;-0.000020;0.000117
48147;1990;09;13;;0.312237;0.000128;0.310207;0.000108;;-0.1454261;0.0000175;0.0014126;0.0000247;;;;;;-0.000300;0.000110;-0.000368;0.000119
48148;1990;09;14;;0.312193;0.000128;0.306217;0.000108;;-0.1469199;0.0000177;0.0015851;0.0000251;;;;;;-0.000704;0.000111;-0.000545;0.000119
48149;1990;09;15;;0.311804;0.000129;0.301969;0.000108;;-0.1486231;0.0000180;0.0018225;0.0000254;;;;;;-0.000094;0.000111;-0.000005;0.000120
48150;1990;09;16;;0.311050;0.000130;0.297472;0.000108;;-0.1505696;0.0000182;0.0020655;0.0000257;;;;;;0.000063;0.000111;0.000161;0.000120
48151;1990;09;17;;0.309971;0.000131;0.294299;0.000108;;-0.1527374;0.0000183;0.0022597;0.0000259;;;;;;0.000069;0.000112;0.000203;0.000120
48152;1990;09;18;;0.309406;0.000132;0.290385;0.000108;;-0.1550588;0.0000185;0.0023670;0.0000262;;;;;;0.000076;0.000112;0.000246;0.000119
48153;1990;09;19;;0.308197;0.000133;0.287272;0.000107;;-0.1574390;0.0000187;0.0023733;0.0000264;;;;;;0.000083;0.000112;0.000288;0.000119
48154;1990;09;20;;0.308502;0.000133;0.283496;0.000107;;-0.1597801;0.0000189;0.0022889;0.0000266;;;;;;0.000090;0.000112;0.000331;0.000119
48155;1990;09;21;;0.307909;0.000133;0.280081;0.000106;;-0.1620029;0.0000189;0.0021424;0.0000268;;;;;;-0.000049;0.000112;0.000283;0.000118
48156;1990;09;22;;0.306754;0.000134;0.277092;0.000105;;-0.1640571;0.0000190;0.0019704;0.0000269;;;;;;-0.000058;0.000112;0.000249;0.000117
48157;1990;09;23;;0.305638;0.000134;0.273765;0.000105;;-0.1659360;0.0000191;0.0018068;0.0000270;;;;;;0.000028;0.000111;0.000238;0.000117
48158;1990;09;24;;0.303875;0.000134;0.270443;0.000104;;-0.1676697;0.0000192;0.0016767;0.0000271;;;;;;0.000113;0.000111;0.000227;0.000116
48159;1990;09;25;;0.301865;0.000134;0.266830;0.000103;;-0.1693069;0.0000193;0.0015959;0.0000272;;;;;;0.000199;0.000111;0.000216;0.000115
48160;1990;09;26;;0.299989;0.000134;0.262754;0.000102;;-0.1709028;0.0000193;0.0015744;0.0000273;;;;;;0.000128;0.000111;0.000048;0.000115
48161;1990;09;27;;0.299063;0.000135;0.258100;0.000102;;-0.1724970;0.0000193;0.0016204;0.0000273;;;;;;0.000135;0.000110;0.000027;0.000114
48162;1990;09;28;;0.297216;0.000136;0.254754;0.000102;;-0.1741582;0.0000192;0.0017386;0.0000272;;;;;;0.000210;0.000110;0.000109;0.000114
48163;1990;09;29;;0.297410;0.000136;0.250372;0.000101;;-0.1759780;0.0000191;0.0019247;0.0000270;;;;;;0.000247;0.000109;0.000137;0.000113
48164;1990;09;30;;0.297005;0.000136;0.246142;0.000100;;-0.1780199;0.0000190;0.0021611;0.0000268;;;;;;0.000275;0.000109;0.000155;0.000112
48165;1990;10;01;;0.295643;0.000136;0.243333;0.000099;;-0.1803124;0.0000188;0.0024147;0.0000265;;;;;;0.000210;0.000108;0.000178;0.000111
48166;1990;10;02;;0.295562;0.000136;0.240200;0.000098;;-0.1828456;0.0000185;0.0026382;0.0000262;;;;;;0.000114;0.000107;0.000204;0.000110
48167;1990;10;03;;0.295117;0.000135;0.236336;0.000096;;-0.1855594;0.0000183;0.0027769;0.0000259;;;;;;0.000018;0.000106;0.000230;0.000108
48168;1990;10;04;;0.294530;0.000134;0.232966;0.000095;;-0.1883453;0.0000181;0.0027847;0.0000256;;;;;;-0.000020;0.000105;0.000269;0.000107
48169;1990;10;05;;0.292521;0.000132;0.230981;0.000093;;-0.1910876;0.0000180;0.0026467;0.0000254;;;;;;-0.000040;0.000104;0.000313;0.000106
48170;1990;10;06;;0.290680;0.000131;0.227677;0.000091;;-0.1936676;0.0000179;0.0023975;0.0000254;;;;;;0.000050;0.000103;0.000054;0.000105
48171;1990;10;07;;0.288467;0.000130;0.224272;0.000090;;-0.1958700;0.0000180;0.0021189;0.0000255;;;;;;0.000206;0.000103;0.000031;0.000106
48172;1990;10;08;;0.286577;0.000130;0.220862;0.000091;;-0.1977836;0.0000183;0.0018985;0.0000258;;;;;;0.000378;0.000104;0.000183;0.000108
48173;1990;10;09;;0.284142;0.000130;0.216860;0.000092;;-0.1996939;0.0000184;0.0017821;0.0000260;;;;;;0.000386;0.000104;-0.000017;0.000109
48174;1990;10;10;;0.281234;0.000130;0.212650;0.000093;;-0.2015205;0.0000184;0.0017732;0.0000261;;;;;;0.000111;0.000104;-0.000019;0.000109
48175;1990;10;11;;0.280390;0.000129;0.208662;0.000093;;-0.2033175;0.0000185;0.0018571;0.0000260;;;;;;0.000009;0.000104;0.000060;0.000110
48176;1990;10;12;;0.278639;0.000129;0.205007;0.000093;;-0.2052154;0.0000184;0.0020056;0.0000260;;;;;;0.000078;0.000103;-0.000143;0.000109
48177;1990;10;13;;0.276076;0.000129;0.200899;0.000094;;-0.2072814;0.0000183;0.0021770;0.0000259;;;;;;0.000099;0.000103;-0.000170;0.000109
48178;1990;10;14;;0.273468;0.000130;0.197741;0.000095;;-0.2095301;0.0000183;0.0023238;0.0000259;;;;;;0.000051;0.000103;0.000035;0.000109
48179;1990;10;15;;0.270697;0.000130;0.194312;0.000096;;-0.2119239;0.0000183;0.0024054;0.0000258;;;;;;0.000004;0.000103;0.000241;0.000109
48180;1990;10;16;;0.268167;0.000131;0.190567;0.000096;;-0.2143747;0.0000182;0.0024025;0.0000257;;;;;;-0.000248;0.000103;0.000110;0.000109
48181;1990;10;17;;0.266042;0.000131;0.187150;0.000096;;-0.2167069;0.0000181;0.0023237;0.0000256;;;;;;-0.000568;0.000103;-0.000133;0.000109
48182;1990;10;18;;0.263587;0.000131;0.184284;0.000097;;-0.2189351;0.0000180;0.0021930;0.0000255;;;;;;-0.000450;0.000103;-0.000204;0.000109
48183;1990;10;19;;0.260807;0.000131;0.181706;0.000097;;-0.2210743;0.0000179;0.0020350;0.0000254;;;;;;-0.000147;0.000102;-0.000188;0.000109
48184;1990;10;20;;0.257941;0.000131;0.178318;0.000097;;-0.2230600;0.0000179;0.0018758;0.0000253;;;;;;0.000144;0.000102;0.000018;0.000109
48185;1990;10;21;;0.254720;0.000132;0.175132;0.000098;;-0.2248469;0.0000179;0.0017473;0.0000252;;;;;;-0.000034;0.000102;-0.000091;0.000109
48186;1990;10;22;;0.251877;0.000133;0.172603;0.000099;;-0.2265153;0.0000178;0.0016760;0.0000251;;;;;;-0.000368;0.000101;-0.000318;0.000108
48187;1990;10;23;;0.249078;0.000133;0.169368;0.000099;;-0.2281972;0.0000176;0.0016705;0.0000249;;;;;;-0.000253;0.000100;-0.000333;0.000107
48188;1990;10;24;;0.247099;0.000134;0.165154;0.000100;;-0.2299102;0.0000174;0.0017258;0.0000247;;;;;;-0.000024;0.000100;-0.000190;0.000107
48189;1990;10;25;;0.244978;0.000135;0.162256;0.000101;;-0.2316958;0.0000173;0.0018361;0.0000244;;;;;;0.000214;0.000099;-0.000008;0.000106
48190;1990;10;26;;0.243245;0.000135;0.159702;0.000101;;-0.2336250;0.0000171;0.0019982;0.0000243;;;;;;-0.000045;0.000098;-0.000050;0.000105
48191;1990;10;27;;0.242072;0.000137;0.157020;0.000102;;-0.2357005;0.0000171;0.0022094;0.0000242;;;;;;-0.000160;0.000098;-0.000064;0.000104
48192;1990;10;28;;0.239292;0.000139;0.154320;0.000104;;-0.2380001;0.0000172;0.0024565;0.0000243;;;;;;-0.000122;0.000098;-0.000027;0.000105
48193;1990;10;29;;0.237520;0.000140;0.151551;0.000105;;-0.2406203;0.0000173;0.0027045;0.0000246;;;;;;0.000244;0.000098;0.000150;0.000105
48194;1990;10;30;;0.236249;0.000142;0.149530;0.000107;;-0.2434339;0.0000176;0.0029043;0.0000248;;;;;;0.000207;0.000098;0.000247;0.000107
48195;1990;10;31;;0.233858;0.000143;0.147223;0.000108;;-0.2463775;0.0000178;0.0030050;0.0000251;;;;;;0.000191;0.000099;0.000278;0.000108
48196;1990;11;01;;0.232046;0.000144;0.145161;0.000109;;-0.2493811;0.0000180;0.0029668;0.0000254;;;;;;0.000213;0.000099;0.000296;0.000109
48197;1990;11;02;;0.229954;0.000145;0.142376;0.000110;;-0.2522761;0.0000182;0.0027814;0.0000257;;;;;;0.000224;0.000099;0.000228;0.000111
48198;1990;11;03;;0.227688;0.000145;0.139625;0.000111;;-0.2549188;0.0000184;0.0024888;0.0000260;;;;;;0.000181;0.000099;0.000103;0.000112
48199;1990;11;04;;0.225323;0.000146;0.137734;0.000111;;-0.2572606;0.0000187;0.0021706;0.0000263;;;;;;0.000139;0.000100;-0.000022;0.000114
48200;1990;11;05;;0.222377;0.000146;0.135607;0.000111;;-0.2593330;0.0000188;0.0019220;0.0000266;;;;;;0.000097;0.000100;-0.000112;0.000115
48201;1990;11;06;;0.218827;0.000147;0.133175;0.000112;;-0.2611962;0.0000190;0.0018190;0.0000269;;;;;;0.000056;0.000100;-0.000190;0.000117
48202;1990;11;07;;0.214526;0.000146;0.130621;0.000111;;-0.2629596;0.0000191;0.0018883;0.0000271;;;;;;0.000015;0.000100;-0.000268;0.000118
48203;1990;11;08;;0.210842;0.000146;0.128498;0.000111;;-0.2649047;0.0000192;0.0020901;0.0000272;;;;;;-0.000075;0.000100;-0.000062;0.000119
48204;1990;11;09;;0.207337;0.000147;0.126427;0.000111;;-0.2671511;0.0000194;0.0023367;0.0000274;;;;;;0.000063;0.000100;0.000185;0.000120
48205;1990;11;10;;0.204503;0.000147;0.124930;0.000112;;-0.2696146;0.0000195;0.0025402;0.0000275;;;;;;-0.000028;0.000100;0.000535;0.000121
48206;1990;11;11;;0.201582;0.000149;0.121776;0.000113;;-0.2722294;0.0000196;0.0026480;0.0000276;;;;;;-0.000193;0.000099;0.000918;0.000121
48207;1990;11;12;;0.198816;0.000150;0.119040;0.000114;;-0.2749241;0.0000195;0.0026483;0.0000275;;;;;;-0.000091;0.000099;0.000811;0.000122
48208;1990;11;13;;0.196484;0.000150;0.118234;0.000114;;-0.2775100;0.0000194;0.0025609;0.0000274;;;;;;-0.000024;0.000098;0.000471;0.000122
48209;1990;11;14;;0.193204;0.000150;0.115153;0.000114;;-0.2799510;0.0000192;0.0024159;0.0000271;;;;;;0.000028;0.000097;0.000098;0.000121
48210;1990;11;15;;0.191088;0.000151;0.112959;0.000115;;-0.2822975;0.0000190;0.0022355;0.0000268;;;;;;0.000029;0.000097;-0.000088;0.000121
48211;1990;11;16;;0.187148;0.000151;0.111419;0.000115;;-0.2844695;0.0000188;0.0020383;0.0000265;;;;;;0.000013;0.000096;-0.000093;0.000120
48212;1990;11;17;;0.183285;0.000152;0.108706;0.000114;;-0.2864159;0.0000186;0.0018523;0.0000263;;;;;;-0.000003;0.000095;-0.000042;0.000119
48213;1990;11;18;;0.181278;0.000151;0.106579;0.000114;;-0.2881760;0.0000184;0.0017118;0.0000260;;;;;;-0.000019;0.000094;0.000009;0.000119
48214;1990;11;19;;0.177752;0.000151;0.104830;0.000114;;-0.2898282;0.0000181;0.0016431;0.0000257;;;;;;0.000035;0.000094;0.000041;0.000118
48215;1990;11;20;;0.174803;0.000150;0.103438;0.000114;;-0.2914701;0.0000179;0.0016555;0.0000254;;;;;;0.000028;0.000093;0.000026;0.000118
48216;1990;11;21;;0.171748;0.000150;0.101287;0.000115;;-0.2931741;0.0000178;0.0017423;0.0000252;;;;;;-0.000004;0.000093;-0.000004;0.000118
48217;1990;11;22;;0.168759;0.000150;0.100429;0.000115;;-0.2949885;0.0000176;0.0018887;0.0000249;;;;;;-0.000024;0.000092;0.000034;0.000118
48218;1990;11;23;;0.165916;0.000150;0.099367;0.000116;;-0.2969640;0.0000175;0.0020769;0.0000248;;;;;;-0.000040;0.000092;0.000094;0.000118
48219;1990;11;24;;0.162611;0.000150;0.096783;0.000116;;-0.2991434;0.0000174;0.0022862;0.0000245;;;;;;-0.000057;0.000091;0.000155;0.000117
48220;1990;11;25;;0.158939;0.000150;0.096152;0.000116;;-0.3015447;0.0000172;0.0024927;0.0000243;;;;;;-0.000078;0.000091;0.000106;0.000117
48221;1990;11;26;;0.155555;0.000150;0.094955;0.000116;;-0.3041398;0.0000171;0.0026692;0.0000241;;;;;;-0.000101;0.000090;0.000021;0.000117
48222;1990;11;27;;0.152682;0.000149;0.092980;0.000116;;-0.3068641;0.0000169;0.0027862;0.0000239;;;;;;-0.000124;0.000090;-0.000064;0.000116
48223;1990;11;28;;0.148121;0.000149;0.092080;0.000116;;-0.3096429;0.0000167;0.0028143;0.0000235;;;;;;-0.000040;0.000089;0.000369;0.000116
48224;1990;11;29;;0.143744;0.000149;0.091323;0.000117;;-0.3124394;0.0000164;0.0027336;0.0000231;;;;;;-0.000018;0.000088;0.000434;0.000114
48225;1990;11;30;;0.139696;0.000149;0.089769;0.000117;;-0.3151086;0.0000160;0.0025542;0.0000229;;;;;;-0.000146;0.000087;0.000239;0.000113
48226;1990;12;01;;0.135567;0.000149;0.088348;0.000118;;-0.3175497;0.0000160;0.0023290;0.0000227;;;;;;-0.000135;0.000087;0.000188;0.000113
48227;1990;12;02;;0.132300;0.000151;0.087681;0.000119;;-0.3197669;0.0000161;0.0021371;0.0000228;;;;;;-0.000024;0.000088;0.000245;0.000113
48228;1990;12;03;;0.128979;0.000153;0.086125;0.000121;;-0.3218418;0.0000163;0.0020462;0.0000231;;;;;;0.000087;0.000088;0.000303;0.000114
48229;1990;12;04;;0.125843;0.000154;0.085633;0.000122;;-0.3239019;0.0000165;0.0020787;0.0000232;;;;;;0.000198;0.000088;0.000360;0.000115
48230;1990;12;05;;0.122526;0.000156;0.084981;0.000123;;-0.3260627;0.0000166;0.0022045;0.0000234;;;;;;0.000414;0.000088;0.000474;0.000115
48231;1990;12;06;;0.119350;0.000157;0.082963;0.000123;;-0.3283665;0.0000166;0.0023622;0.0000234;;;;;;0.000667;0.000088;0.000607;0.000114
48232;1990;12;07;;0.115655;0.000158;0.081606;0.000124;;-0.3307874;0.0000166;0.0024920;0.0000234;;;;;;0.000643;0.000088;0.000536;0.000114
48233;1990;12;08;;0.111071;0.000159;0.080776;0.000123;;-0.3332855;0.0000165;0.0025563;0.0000234;;;;;;0.000527;0.000088;0.000397;0.000113
48234;1990;12;09;;0.108028;0.000158;0.080492;0.000123;;-0.3358151;0.0000165;0.0025400;0.0000233;;;;;;0.000412;0.000088;0.000258;0.000112
48235;1990;12;10;;0.104608;0.000158;0.079686;0.000122;;-0.3383181;0.0000164;0.0024418;0.0000231;;;;;;0.000261;0.000087;0.000230;0.000110
48236;1990;12;11;;0.101084;0.000158;0.078701;0.000121;;-0.3407164;0.0000162;0.0022702;0.0000229;;;;;;0.000097;0.000087;0.000239;0.000109
48237;1990;12;12;;0.098706;0.000158;0.077476;0.000121;;-0.3429243;0.0000161;0.0020487;0.0000227;;;;;;-0.000048;0.000086;0.000051;0.000108
48238;1990;12;13;;0.094857;0.000158;0.076824;0.000120;;-0.3448367;0.0000159;0.0018177;0.0000225;;;;;;-0.000063;0.000086;0.000093;0.000107
48239;1990;12;14;;0.090465;0.000158;0.076287;0.000120;;-0.3464870;0.0000158;0.0016207;0.0000223;;;;;;-0.000006;0.000086;0.000301;0.000106
48240;1990;12;15;;0.086226;0.000158;0.074395;0.000119;;-0.3480159;0.0000156;0.0014827;0.0000223;;;;;;0.000147;0.000086;0.000478;0.000104
48241;1990;12;16;;0.083955;0.000158;0.073560;0.000119;;-0.3494917;0.0000158;0.0014073;0.0000224;;;;;;0.000244;0.000086;0.000500;0.000105
48242;1990;12;17;;0.080927;0.000159;0.072751;0.000119;;-0.3509290;0.0000160;0.0013931;0.0000227;;;;;;0.000295;0.000087;0.000449;0.000105
48243;1990;12;18;;0.076524;0.000160;0.071277;0.000118;;-0.3523421;0.0000163;0.0014459;0.0000230;;;;;;0.000346;0.000088;0.000398;0.000106
48244;1990;12;19;;0.073842;0.000161;0.070278;0.000118;;-0.3537836;0.0000164;0.0015704;0.0000233;;;;;;0.000234;0.000089;-0.000023;0.000107
48245;1990;12;20;;0.070715;0.000162;0.069743;0.000119;;-0.3554270;0.0000167;0.0017526;0.0000237;;;;;;-0.000070;0.000090;-0.000126;0.000108
48246;1990;12;21;;0.069006;0.000165;0.069268;0.000122;;-0.3573236;0.0000171;0.0019596;0.0000242;;;;;;-0.000427;0.000091;-0.000096;0.000109
48247;1990;12;22;;0.064947;0.000168;0.068661;0.000125;;-0.3594089;0.0000174;0.0021585;0.0000246;;;;;;-0.000347;0.000092;-0.000159;0.000110
48248;1990;12;23;;0.059034;0.000169;0.069559;0.000127;;-0.3616467;0.0000177;0.0023279;0.0000250;;;;;;-0.000109;0.000093;-0.000255;0.000112
48249;1990;12;24;;0.055343;0.000171;0.069856;0.000128;;-0.3640200;0.0000180;0.0024512;0.0000254;;;;;;0.000072;0.000094;-0.000260;0.000113
48250;1990;12;25;;0.051878;0.000172;0.067655;0.000129;;-0.3664907;0.0000182;0.0025081;0.0000257;;;;;;0.000194;0.000095;-0.000167;0.000114
48251;1990;12;26;;0.048559;0.000172;0.067476;0.000130;;-0.3689883;0.0000183;0.0024770;0.0000259;;;;;;0.000316;0.000096;-0.000075;0.000114
48252;1990;12;27;;0.044177;0.000172;0.069524;0.000129;;-0.3714206;0.0000185;0.0023506;0.0000261;;;;;;0.000437;0.000096;0.000018;0.000115
48253;1990;12;28;;0.040174;0.000172;0.070062;0.000130;;-0.3736960;0.0000186;0.0021531;0.0000263;;;;;;0.000330;0.000097;0.000043;0.000115
48254;1990;12;29;;0.035204;0.000172;0.070569;0.000131;;-0.3757554;0.0000187;0.0019446;0.0000263;;;;;;0.000113;0.000097;0.000037;0.000116
48255;1990;12;30;;0.030121;0.000172;0.070694;0.000132;;-0.3776128;0.0000186;0.0018032;0.0000263;;;;;;0.000143;0.000098;0.000343;0.000115
48256;1990;12;31;;0.025551;0.000172;0.069937;0.000133;;-0.3793804;0.0000186;0.0017887;0.0000263;;;;;;0.000242;0.000098;0.000684;0.000115
48257;1991;01;01;;0.021146;0.000246;0.070127;0.000204;;0.6187785;0.0000146;0.0019473;0.0000207;;;;;;0.000258;0.000079;0.000579;0.000072
48258;1991;01;02;;0.018600;0.000244;0.070580;0.000203;;0.6167176;0.0000145;0.0021949;0.0000205;;;;;;0.000273;0.000078;0.000468;0.000072
48259;1991;01;03;;0.015059;0.000241;0.071429;0.000202;;0.6143742;0.0000143;0.0024480;0.0000203;;;;;;0.000287;0.000078;0.000358;0.000072
48260;1991;01;04;;0.011577;0.000240;0.073111;0.000201;;0.6117903;0.0000142;0.0026240;0.0000200;;;;;;0.000156;0.000077;0.000283;0.000072
48261;1991;01;05;;0.009437;0.000239;0.074164;0.000201;;0.6091360;0.0000140;0.0026889;0.0000198;;;;;;0.000072;0.000076;0.000283;0.000072
48262;1991;01;06;;0.005653;0.000237;0.074388;0.000200;;0.6065096;0.0000138;0.0026555;0.0000195;;;;;;0.000040;0.000076;0.000316;0.000072
48263;1991;01;07;;0.003080;0.000236;0.075738;0.000199;;0.6039076;0.0000136;0.0025511;0.0000192;;;;;;0.000066;0.000075;0.000290;0.000071
48264;1991;01;08;;0.000935;0.000234;0.077721;0.000198;;0.6013777;0.0000133;0.0023987;0.0000189;;;;;;0.000249;0.000074;0.000100;0.000071
48265;1991;01;09;;-0.002358;0.000234;0.079084;0.000197;;0.5990656;0.0000131;0.0022237;0.0000186;;;;;;0.000324;0.000074;-0.000082;0.000072
48266;1991;01;10;;-0.005430;0.000236;0.079815;0.000197;;0.5969487;0.0000130;0.0020560;0.0000183;;;;;;0.000242;0.000073;-0.000051;0.000072
48267;1991;01;11;;-0.008442;0.000238;0.080410;0.000199;;0.5949671;0.0000128;0.0019188;0.0000181;;;;;;0.000044;0.000073;0.000186;0.000072
48268;1991;01;12;;-0.012234;0.000238;0.082278;0.000199;;0.5930925;0.0000126;0.0018265;0.0000178;;;;;;0.000136;0.000072;0.000203;0.000073
48269;1991;01;13;;-0.016988;0.000238;0.083324;0.000200;;0.5912828;0.0000124;0.0017876;0.0000176;;;;;;0.000288;0.000072;0.000175;0.000073
48270;1991;01;14;;-0.020077;0.000238;0.083207;0.000200;;0.5894877;0.0000123;0.0018052;0.0000175;;;;;;0.000258;0.000073;0.000136;0.000074
48271;1991;01;15;;-0.023389;0.000238;0.084289;0.000200;;0.5876512;0.0000123;0.0018758;0.0000174;;;;;;0.000166;0.000073;0.000093;0.000075
48272;1991;01;16;;-0.027593;0.000236;0.084445;0.000200;;0.5857218;0.0000122;0.0019877;0.0000173;;;;;;0.000075;0.000073;0.000050;0.000076
48273;1991;01;17;;-0.030737;0.000234;0.084240;0.000199;;0.5836638;0.0000122;0.0021230;0.0000172;;;;;;-0.000016;0.000074;0.000007;0.000077
48274;1991;01;18;;-0.035109;0.000232;0.085418;0.000197;;0.5814643;0.0000121;0.0022607;0.0000170;;;;;;0.000148;0.000074;-0.000080;0.000077
